"reportDate","gameDate","gameTime","gameMatchup","teamName","playerName","playerStatus","playerReason"
"2021-10-26","2021-10-26","07:30 (ET)","PHI@NYK","New York Knicks","Noel, Nerlens","Out","Injury/Illness - Left Knee; sore"
"2021-10-26","2021-10-26","07:30 (ET)","PHI@NYK","New York Knicks","Samanic, Luka","Out","G League - Two-Way"
"2021-10-26","2021-10-26","07:30 (ET)","PHI@NYK","Philadelphia 76ers","Drummond, Andre","Available","Injury/Illness - Right Ankle; Sprain"
"2021-10-26","2021-10-26","07:30 (ET)","PHI@NYK","Philadelphia 76ers","Embiid, Joel","Available","Injury/Illness - Right Knee; Soreness"
"2021-10-26","2021-10-26","07:30 (ET)","PHI@NYK","Philadelphia 76ers","Henry, Aaron","Out","G League - Two-Way"
"2021-10-26","2021-10-26","07:30 (ET)","PHI@NYK","Philadelphia 76ers","Milton, Shake","Out","Injury/Illness - Right Ankle; Sprain"
"2021-10-26","2021-10-26","07:30 (ET)","PHI@NYK","Philadelphia 76ers","Riller, Grant","Out","Injury/Illness - Left Knee; Injury recovery"
"2021-10-26","2021-10-26","07:30 (ET)","PHI@NYK","Philadelphia 76ers","Simmons, Ben","Out","Personal Reasons"
"2021-10-26","2021-10-26","07:30 (ET)","PHI@NYK","Philadelphia 76ers","Springer, Jaden","Out","G League - On Assignment"
"2021-10-26","2021-10-26","08:00 (ET)","GSW@OKC","Golden State Warriors","Dowtin, Jeff","Out","G League - Two-Way"
"2021-10-26","2021-10-26","08:00 (ET)","GSW@OKC","Golden State Warriors","Iguodala, Andre","Available","Injury/Illness - Left Hip; Soreness"
"2021-10-26","2021-10-26","08:00 (ET)","GSW@OKC","Golden State Warriors","Kuminga, Jonathan","Out","Injury/Illness - Right Patellar Tendon; Strain"
"2021-10-26","2021-10-26","08:00 (ET)","GSW@OKC","Golden State Warriors","Thompson, Klay","Out","Injury/Illness - Right Achilles Tendon; Injury Recovery"
"2021-10-26","2021-10-26","08:00 (ET)","GSW@OKC","Golden State Warriors","Wiseman, James","Out","Injury/Illness - Right Knee; Injury Recovery"
"2021-10-26","2021-10-26","08:00 (ET)","GSW@OKC","Oklahoma City Thunder","Favors, Derrick","Out","Rest"
"2021-10-26","2021-10-26","08:00 (ET)","GSW@OKC","Oklahoma City Thunder","Krejci, Vit","Available","-"
"2021-10-26","2021-10-26","08:00 (ET)","GSW@OKC","Oklahoma City Thunder","Watson, Paul","Out","G League - Two-Way"
"2021-10-26","2021-10-26","08:00 (ET)","GSW@OKC","Oklahoma City Thunder","Wiggins, Aaron","Available","-"
"2021-10-26","2021-10-26","08:30 (ET)","HOU@DAL","Dallas Mavericks","McLaughlin, JaQuori","Out","G League - Two-Way"
"2021-10-26","2021-10-26","08:30 (ET)","HOU@DAL","Dallas Mavericks","Omoruyi, Eugene","Out","G League - Two-Way"
"2021-10-26","2021-10-26","08:30 (ET)","HOU@DAL","Houston Rockets","Mathews, Garrison","Out","G League - Two-Way"
"2021-10-26","2021-10-26","08:30 (ET)","HOU@DAL","Houston Rockets","Nix, Daishen","Out","G League - Two-Way"
