"reportDate","gameDate","gameTime","gameMatchup","teamName","playerName","playerStatus","playerReason"
"2021-10-24","2021-10-24","04:00 (ET)","CHA@BKN","Brooklyn Nets","Griffin, Blake","Out","Rest"
"2021-10-24","2021-10-24","04:00 (ET)","CHA@BKN","Brooklyn Nets","Irving, Kyrie","Out","Ineligible To Play"
"2021-10-24","2021-10-24","04:00 (ET)","CHA@BKN","Charlotte Hornets","Rozier, Terry","Out","Injury/Illness - Right Ankle; Sprain"
"2021-10-24","2021-10-24","07:00 (ET)","BOS@HOU","Boston Celtics","Brown, Jaylen","Out","Injury/Illness - Left Patella; Tendinopathy"
"2021-10-24","2021-10-24","07:00 (ET)","BOS@HOU","Boston Celtics","Hauser, Sam","Out","G League - Two-Way"
"2021-10-24","2021-10-24","07:00 (ET)","BOS@HOU","Boston Celtics","Langford, Romeo","Out","Injury/Illness - Left Calf; Tightness"
"2021-10-24","2021-10-24","07:00 (ET)","BOS@HOU","Boston Celtics","Pritchard, Payton","Available","Injury/Illness - Nasal Fracture; Face Mask"
"2021-10-24","2021-10-24","07:00 (ET)","BOS@HOU","Boston Celtics","Thomas, Brodric","Out","G League - Two-Way"
"2021-10-24","2021-10-24","07:00 (ET)","BOS@HOU","Houston Rockets","Mathews, Garrison","Out","Not With Team"
"2021-10-24","2021-10-24","07:00 (ET)","ORL@NYK","New York Knicks","Gibson, Taj","Available","Personal Reasons"
"2021-10-24","2021-10-24","07:00 (ET)","ORL@NYK","New York Knicks","Noel, Nerlens","Out","Injury/Illness - Left Knee; Sore"
"2021-10-24","2021-10-24","07:00 (ET)","ORL@NYK","New York Knicks","Samanic, Luka","Out","G League - Two-Way"
"2021-10-24","2021-10-24","07:00 (ET)","ORL@NYK","Orlando Magic","Carter-Williams, Michael","Out","Injury/Illness - Left Ankle; Injury Recovery"
"2021-10-24","2021-10-24","07:00 (ET)","ORL@NYK","Orlando Magic","Fultz, Markelle","Out","Injury/Illness - Left Knee; Injury Recovery"
"2021-10-24","2021-10-24","07:00 (ET)","ORL@NYK","Orlando Magic","Harris, Gary","Out","Injury/Illness - Right Hamstring; Injury Maintenance"
"2021-10-24","2021-10-24","07:00 (ET)","ORL@NYK","Orlando Magic","Isaac, Jonathan","Out","Injury/Illness - Left Knee; Injury Recovery"
"2021-10-24","2021-10-24","07:00 (ET)","ORL@NYK","Orlando Magic","Moore, E'Twaun","Out","Injury/Illness - Left Knee; Sprain"
"2021-10-24","2021-10-24","07:00 (ET)","ORL@NYK","Orlando Magic","Okeke, Chuma","Out","Injury/Illness - Right Hip; Bone Bruise"
"2021-10-24","2021-10-24","07:00 (ET)","PHI@OKC","Philadelphia 76ers","Drummond, Andre","Out","Injury/Illness - Right Ankle; Sprain"
"2021-10-24","2021-10-24","07:00 (ET)","PHI@OKC","Philadelphia 76ers","Embiid, Joel","Available","Injury/Illness - Right Knee; Soreness"
