"reportDate","gameDate","gameTime","gameMatchup","teamName","playerName","playerStatus","playerReason"
"2021-10-20","2021-10-20","07:00 (ET)","CHI@DET","Chicago Bulls","Brown Jr., Troy","Available","-"
"2021-10-20","2021-10-20","07:00 (ET)","CHI@DET","Chicago Bulls","White, Coby","Out","Injury/Illness - Left Shoulder; Injury Management"
"2021-10-20","2021-10-20","07:00 (ET)","CHI@DET","Detroit Pistons","Cunningham, Cade","Out","Injury/Illness - Right Ankle; Sprain"
"2021-10-20","2021-10-20","07:00 (ET)","CHI@DET","Detroit Pistons","Livers, Isaiah","Out","Injury/Illness - Right Foot; Injury recovery"
"2021-10-20","2021-10-20","07:00 (ET)","CHI@DET","Detroit Pistons","Smith, Chris","Out","Injury/Illness - Left Knee; Injury recovery"
"2021-10-20","2021-10-20","07:00 (ET)","IND@CHA","Charlotte Hornets","Bridges, Miles","Available","Injury/Illness - Right Knee; Discomfort"
"2021-10-20","2021-10-20","07:00 (ET)","IND@CHA","Charlotte Hornets","Rozier, Terry","Out","Injury/Illness - Left Ankle; Sprain"
"2021-10-20","2021-10-20","07:00 (ET)","IND@CHA","Indiana Pacers","Brogdon, Malcolm","Available","Injury/Illness - Left AC; Sprain, Grade 1"
"2021-10-20","2021-10-20","07:00 (ET)","IND@CHA","Indiana Pacers","Holiday, Justin","Available","Injury/Illness - Left Ankle; Sprain"
"2021-10-20","2021-10-20","07:00 (ET)","IND@CHA","Indiana Pacers","Lamb, Jeremy","Available","Injury/Illness - Right Wrist; Sore"
"2021-10-20","2021-10-20","07:00 (ET)","IND@CHA","Indiana Pacers","LeVert, Caris","Out","Injury/Illness - Back; Sore Lower"
"2021-10-20","2021-10-20","07:00 (ET)","IND@CHA","Indiana Pacers","Martin, Kelan","Out","Injury/Illness - Left Hamstring; Strain"
"2021-10-20","2021-10-20","07:00 (ET)","IND@CHA","Indiana Pacers","Warren, T.J.","Out","Injury/Illness - Left Navicular; Fracture"
"2021-10-20","2021-10-20","07:30 (ET)","BOS@NYK","Boston Celtics","Brown, Jaylen","Questionable","Return to Competition Reconditioning"
"2021-10-20","2021-10-20","07:30 (ET)","BOS@NYK","Boston Celtics","Horford, Al","Out","Health and Safety Protocols"
"2021-10-20","2021-10-20","07:30 (ET)","BOS@NYK","Boston Celtics","Richardson, Josh","Out","Injury/Illness - Migraine; Migraine"
"2021-10-20","2021-10-20","07:30 (ET)","BOS@NYK","New York Knicks","Gibson, Taj","Out","Personal Reasons"
"2021-10-20","2021-10-20","07:30 (ET)","BOS@NYK","New York Knicks","Noel, Nerlens","Out","Injury/Illness - Left Knee; sore"
"2021-10-20","2021-10-20","07:30 (ET)","BOS@NYK","New York Knicks","Samanic, Luka","Out","G League - Two-Way"
"2021-10-20","2021-10-20","07:30 (ET)","WAS@TOR","Toronto Raptors","Boucher, Chris","Available","Injury/Illness - Left Finger; Dislocation - middle"
"2021-10-20","2021-10-20","07:30 (ET)","WAS@TOR","Toronto Raptors","Siakam, Pascal","Out","Injury/Illness - Left Shoulder; Injury recovery"
