"reportDate","gameDate","gameTime","gameMatchup","teamName","playerName","playerStatus","playerReason"
"2021-11-12","2021-11-12","07:00 (ET)","NYK@CHA","Charlotte Hornets","Carey Jr., Vernon","Available","G League - On Assignment"
"2021-11-12","2021-11-12","07:00 (ET)","NYK@CHA","Charlotte Hornets","Kulboka, Arnoldas","Out","G League - Two-Way"
"2021-11-12","2021-11-12","07:00 (ET)","NYK@CHA","Charlotte Hornets","Lewis, Scottie","Out","G League - Two-Way"
"2021-11-12","2021-11-12","07:00 (ET)","NYK@CHA","Charlotte Hornets","Thor, JT","Out","G League - On Assignment"
"2021-11-12","2021-11-12","07:00 (ET)","NYK@CHA","Charlotte Hornets","Washington, P.J.","Out","Injury/Illness - Left Elbow; Hyperextension"
"2021-11-12","2021-11-12","07:00 (ET)","NYK@CHA","New York Knicks","Noel, Nerlens","Out","Injury/Illness - Right Knee; Sprained"
"2021-11-12","2021-11-12","07:00 (ET)","NYK@CHA","New York Knicks","Samanic, Luka","Out","G League - Two-Way"
"2021-11-12","2021-11-12","07:30 (ET)","DET@CLE","Cleveland Cavaliers","Love, Kevin","Out","Health and Safety Protocols"
"2021-11-12","2021-11-12","07:30 (ET)","DET@CLE","Cleveland Cavaliers","Markkanen, Lauri","Out","Health and Safety Protocols"
"2021-11-12","2021-11-12","07:30 (ET)","DET@CLE","Cleveland Cavaliers","Nembhard Jr., RJ","Out","G League - Two-Way"
"2021-11-12","2021-11-12","07:30 (ET)","DET@CLE","Cleveland Cavaliers","Sexton, Collin","Out","Injury/Illness - Left Knee; Meniscal Tear"
"2021-11-12","2021-11-12","07:30 (ET)","DET@CLE","Detroit Pistons","Garza, Luka","Available","-"
"2021-11-12","2021-11-12","07:30 (ET)","DET@CLE","Detroit Pistons","Lee, Saben","Out","G League - On Assignment"
"2021-11-12","2021-11-12","07:30 (ET)","DET@CLE","Detroit Pistons","Livers, Isaiah","Out","G League - On Assignment"
"2021-11-12","2021-11-12","07:30 (ET)","DET@CLE","Detroit Pistons","Olynyk, Kelly","Out","Injury/Illness - Left Knee; Sprain"
"2021-11-12","2021-11-12","07:30 (ET)","DET@CLE","Detroit Pistons","Pickett, Jamorko","Out","G League - Two-Way"
"2021-11-12","2021-11-12","07:30 (ET)","DET@CLE","Detroit Pistons","Smith, Chris","Out","G League - Two-Way"
"2021-11-12","2021-11-12","07:30 (ET)","MIL@BOS","Boston Celtics","Brown, Jaylen","Out","Injury/Illness - Right Hamstring; Strain"
"2021-11-12","2021-11-12","07:30 (ET)","MIL@BOS","Boston Celtics","Fernando, Bruno","Out","G League - On Assignment"
"2021-11-12","2021-11-12","07:30 (ET)","MIL@BOS","Boston Celtics","Hauser, Sam","Out","G League - Two-Way"
"2021-11-12","2021-11-12","07:30 (ET)","MIL@BOS","Boston Celtics","Thomas, Brodric","Out","Injury/Illness - Left Ac Joint; Sprain"
"2021-11-12","2021-11-12","07:30 (ET)","MIL@BOS","Milwaukee Bucks","Antetokounmpo, Giannis","Out","Injury/Illness - Right Ankle; Sprain"
"2021-11-12","2021-11-12","07:30 (ET)","MIL@BOS","Milwaukee Bucks","DiVincenzo, Donte","Out","Injury/Illness - Left Ankle; Injury recovery"
"2021-11-12","2021-11-12","07:30 (ET)","MIL@BOS","Milwaukee Bucks","Lopez, Brook","Out","Injury/Illness - Back; Soreness"
"2021-11-12","2021-11-12","07:30 (ET)","MIL@BOS","Milwaukee Bucks","Middleton, Khris","Out","Not With Team"
"2021-11-12","2021-11-12","08:00 (ET)","BKN@NOP","Brooklyn Nets","Claxton, Nic","Out","Injury/Illness - Nasal; Illness (non-covid)"
"2021-11-12","2021-11-12","08:00 (ET)","BKN@NOP","Brooklyn Nets","Duke Jr., David","Out","G League - Two-Way"
"2021-11-12","2021-11-12","08:00 (ET)","BKN@NOP","Brooklyn Nets","Edwards, Kessler","Out","G League - Two-Way"
