"reportDate","gameDate","gameTime","gameMatchup","teamName","playerName","playerStatus","playerReason"
"2021-11-02","2021-11-02","07:00 (ET)","MIL@DET","Detroit Pistons","Bey, Saddiq","Available","Injury/Illness - Left Ankle; Sprain"
"2021-11-02","2021-11-02","07:00 (ET)","MIL@DET","Detroit Pistons","Garza, Luka","Available","-"
"2021-11-02","2021-11-02","07:00 (ET)","MIL@DET","Detroit Pistons","Lee, Saben","Available","-"
"2021-11-02","2021-11-02","07:00 (ET)","MIL@DET","Detroit Pistons","Livers, Isaiah","Out","Injury/Illness - Right Foot; Injury recovery"
"2021-11-02","2021-11-02","07:00 (ET)","MIL@DET","Detroit Pistons","Pickett, Jamorko","Out","Coach's Decision"
"2021-11-02","2021-11-02","07:00 (ET)","MIL@DET","Detroit Pistons","Smith, Chris","Out","Injury/Illness - Left Knee; Injury recovery"
"2021-11-02","2021-11-02","07:00 (ET)","MIL@DET","Milwaukee Bucks","Allen, Grayson","Available","Injury/Illness - Right Knee; Soreness"
"2021-11-02","2021-11-02","07:00 (ET)","MIL@DET","Milwaukee Bucks","Antetokounmpo, Giannis","Available","Injury/Illness - Left Knee; Soreness"
"2021-11-02","2021-11-02","07:00 (ET)","MIL@DET","Milwaukee Bucks","DiVincenzo, Donte","Out","Injury/Illness - Left Ankle; Injury recovery"
"2021-11-02","2021-11-02","07:00 (ET)","MIL@DET","Milwaukee Bucks","Holiday, Jrue","Out","Injury/Illness - Left Ankle; Sprain"
"2021-11-02","2021-11-02","07:00 (ET)","MIL@DET","Milwaukee Bucks","Hood, Rodney","Available","Injury/Illness - Left Hand; Contusion"
"2021-11-02","2021-11-02","07:00 (ET)","MIL@DET","Milwaukee Bucks","Lopez, Brook","Out","Injury/Illness - Back; Soreness"
"2021-11-02","2021-11-02","07:00 (ET)","MIL@DET","Milwaukee Bucks","Middleton, Khris","Out","Health and Safety Protocols"
"2021-11-02","2021-11-02","07:30 (ET)","MIA@DAL","Dallas Mavericks","Burke, Trey","Out","Health and Safety Protocols"
"2021-11-02","2021-11-02","07:30 (ET)","MIA@DAL","Dallas Mavericks","Kleber, Maxi","Out","Injury/Illness - Left Oblique; Strain"
"2021-11-02","2021-11-02","07:30 (ET)","MIA@DAL","Dallas Mavericks","Porzingis, Kristaps","Out","Injury/Illness - Low Back; Low back tightness"
"2021-11-02","2021-11-02","07:30 (ET)","MIA@DAL","Miami Heat","Adebayo, Bam","Available","Injury/Illness - Left Knee; Bruise"
"2021-11-02","2021-11-02","07:30 (ET)","MIA@DAL","Miami Heat","Garrett, Marcus","Out","G League - Two-Way"
"2021-11-02","2021-11-02","07:30 (ET)","MIA@DAL","Miami Heat","Okpala, KZ","Out","Injury/Illness - Right Ankle; Sprain"
"2021-11-02","2021-11-02","07:30 (ET)","MIA@DAL","Miami Heat","Oladipo, Victor","Out","Injury/Illness - Right Knee; Injury recovery"
"2021-11-02","2021-11-02","07:30 (ET)","MIA@DAL","Miami Heat","Strus, Max","Out","Injury/Illness - Left Knee; Sprain"
"2021-11-02","2021-11-02","09:00 (ET)","SAC@UTA","Sacramento Kings","King, Louis","Out","G League - Two-Way"
"2021-11-02","2021-11-02","09:00 (ET)","SAC@UTA","Sacramento Kings","Queta, Neemias","Out","G League - Two-Way"
"2021-11-02","2021-11-02","09:00 (ET)","SAC@UTA","Sacramento Kings","Ramsey, Jahmi'us","Out","G League - On Assignment"
"2021-11-02","2021-11-02","09:00 (ET)","SAC@UTA","Sacramento Kings","Woodard II, Robert","Out","G League - On Assignment"
"2021-11-02","2021-11-02","09:00 (ET)","SAC@UTA","Utah Jazz","Azubuike, Udoka","Available","G League - On Assignment"
"2021-11-02","2021-11-02","09:00 (ET)","SAC@UTA","Utah Jazz","Gay, Rudy","Out","Injury/Illness - Right Heel; Injury recovery"
"2021-11-02","2021-11-02","10:00 (ET)","NOP@PHX","New Orleans Pelicans","Graham, Devonte'","Probable","Injury/Illness - Left Adductor; Tightness"
"2021-11-02","2021-11-02","10:00 (ET)","NOP@PHX","New Orleans Pelicans","Hommes, Daulton","Out","Injury/Illness - Right Fibular; Stress Fracture"
"2021-11-02","2021-11-02","10:00 (ET)","NOP@PHX","New Orleans Pelicans","Ingram, Brandon","Doubtful","Injury/Illness - Right Hip; Contusion"
"2021-11-02","2021-11-02","10:00 (ET)","NOP@PHX","New Orleans Pelicans","Temple, Garrett","Probable","Injury/Illness - Left Ankle; Sprain"
"2021-11-02","2021-11-02","10:00 (ET)","NOP@PHX","New Orleans Pelicans","Williamson, Zion","Out","Injury/Illness - Right Foot; Fracture"
"2021-11-02","2021-11-02","10:00 (ET)","NOP@PHX","Phoenix Suns","Ayton, Deandre","Out","Injury/Illness - Right Lower Leg; Contusion"
"2021-11-02","2021-11-02","10:00 (ET)","NOP@PHX","Phoenix Suns","Payne, Cameron","Out","Injury/Illness - Right Hamstring; Strain"
"2021-11-02","2021-11-02","10:00 (ET)","NOP@PHX","Phoenix Suns","Saric, Dario","Out","Injury/Illness - Right Acl; Tear"
"2021-11-02","2021-11-02","10:30 (ET)","HOU@LAL","Houston Rockets","House Jr., Danuel","Out","Injury/Illness - Right Foot; Sprain"
"2021-11-02","2021-11-02","10:30 (ET)","HOU@LAL","Houston Rockets","Mathews, Garrison","Out","G League - Two-Way"
"2021-11-02","2021-11-02","10:30 (ET)","HOU@LAL","Houston Rockets","Nix, Daishen","Out","G League - Two-Way"
"2021-11-02","2021-11-02","10:30 (ET)","HOU@LAL","Houston Rockets","Tate, Jae'Sean","Questionable","Injury/Illness - Right Ankle; Soreness"
"2021-11-02","2021-11-02","10:30 (ET)","HOU@LAL","Houston Rockets","Theis, Daniel","Questionable","Injury/Illness - Right Great Toe; Soreness"
"2021-11-02","2021-11-02","10:30 (ET)","HOU@LAL","Los Angeles Lakers","Ariza, Trevor","Out","Injury/Illness - Right Ankle; Injury recovery"
"2021-11-02","2021-11-02","10:30 (ET)","HOU@LAL","Los Angeles Lakers","Davis, Anthony","Probable","Injury/Illness - Right Knee; Soreness"
"2021-11-02","2021-11-02","10:30 (ET)","HOU@LAL","Los Angeles Lakers","Doumbouya, Sekou","Out","G League - Two-Way"
"2021-11-02","2021-11-02","10:30 (ET)","HOU@LAL","Los Angeles Lakers","Ellington, Wayne","Questionable","Injury/Illness - Left Hamstring; Strain"
"2021-11-02","2021-11-02","10:30 (ET)","HOU@LAL","Los Angeles Lakers","Horton-Tucker, Talen","Out","Injury/Illness - Right Thumb; Injury recovery"
"2021-11-02","2021-11-02","10:30 (ET)","HOU@LAL","Los Angeles Lakers","Howard, Dwight","Questionable","Injury/Illness - Neck; Stiffness"
"2021-11-02","2021-11-02","10:30 (ET)","HOU@LAL","Los Angeles Lakers","Huff, Jay","Out","G League - Two-Way"
"2021-11-02","2021-11-02","10:30 (ET)","HOU@LAL","Los Angeles Lakers","James, LeBron","Questionable","Injury/Illness - Right Ankle; Soreness"
"2021-11-02","2021-11-02","10:30 (ET)","HOU@LAL","Los Angeles Lakers","Nunn, Kendrick","Out","Injury/Illness - Right Knee; Bone bruise"
"2021-11-02","2021-11-03","07:00 (ET)","BOS@ORL","Boston Celtics","Hauser, Sam","Out","G League - Two-Way"
"2021-11-02","2021-11-03","07:00 (ET)","BOS@ORL","Boston Celtics","Pritchard, Payton","Available","Injury/Illness - Nasal Fracture; Face Mask"
"2021-11-02","2021-11-03","07:00 (ET)","BOS@ORL","Boston Celtics","Thomas, Brodric","Out","G League - Two-Way"
"2021-11-02","2021-11-03","07:00 (ET)","BOS@ORL","Orlando Magic","Carter-Williams, Michael","Out","Injury/Illness - Left Ankle; Injury recovery"
"2021-11-02","2021-11-03","07:00 (ET)","BOS@ORL","Orlando Magic","Fultz, Markelle","Out","Injury/Illness - Left Knee; Injury recovery"
